handle,token_proportion,tokens
wimel,0.01%,44.32002121
sheriff4,0.01%,44.31190265
burrrata,0.01%,44.16813663
floating,0.01%,44.13921429
kpatch,0.01%,44.05735222
noahzinsmeister,0.01%,43.91155656
0mkara,0.01%,43.85658719
nickerrant,0.01%,43.80635365
psudoanon,0.01%,43.71975576
anshumanv,0.01%,43.69624579
bobjiang,0.01%,43.62808378
ikramansari77,0.01%,43.41074338
samgos,0.01%,43.05826291
aaaaaazzzzzz000,0.01%,42.90045856
jbaylina,0.01%,42.88100786
trinhtan,0.01%,42.78984328
mcgrupp1186,0.01%,42.73233687
notlesh,0.01%,42.5785918
blackhatzw,0.01%,42.3010388
intnick,0.01%,42.28412515
luggis,0.01%,42.28412515
ramakrishna2020,0.01%,42.28412515
dxania,0.01%,42.28412515
edsonayllon,0.01%,42.26196827
jacob-eliosoff,0.01%,42.1087306
santteegt,0.01%,42.10602441
achadha235,0.01%,41.97037694
nymmixnet,0.01%,41.79244534
nufi-labs,0.01%,41.74356489
kwadraxx,0.01%,41.68166093
artbynelly,0.01%,41.57899508
rojosnow,0.01%,41.3330706
agusx1211,0.01%,41.22736029
jpkcambridge,0.01%,41.21230714
mbeylin,0.01%,41.16376497
eccheung4,0.01%,41.1226648
mounibec,0.01%,41.07936585
nestorbonilla,0.01%,41.0605917
benjamistan,0.01%,40.9929371
kesisebkgrqtwovvhn,0.01%,40.85847358
tsujp,0.01%,40.82616851
pisuthd,0.01%,40.71961252
d1esel9,0.01%,40.70303714
kendricktan,0.01%,40.69576427
cleanunicorn,0.01%,40.67174689
papa-raw,0.01%,40.63775045
pierrickgt,0.01%,40.60206265
kal3x,0.01%,40.41161495
coejoder,0.01%,40.33905539
ilblackdragon,0.01%,40.193598
azf20,0.01%,40.18700168
molochdao,0.01%,40.15300524
icinsight,0.01%,40.11917794
peara,0.01%,40.11833226
reverseacid,0.01%,40.0138059
jakesevern,0.01%,39.85464845
ceazor,0.01%,39.78970004
rlholmes38,0.01%,39.77786048
fluffays,0.01%,39.73642204
adibas03,0.01%,39.70496265
wimanesti,0.01%,39.6899095
bruce-forks,0.01%,39.63274136
tezgate,0.01%,39.0916737
sterky,0.01%,39.00930422
kuyawa,0.01%,38.96431391
splix,0.01%,38.87365675
melvinalvarez,0.01%,38.8034651
akshay-ap,0.01%,38.73158209
jezsan,0.01%,38.63771133
oscoin,0.01%,38.53081706
lucadgtrip,0.01%,38.36573984
crypto-patoruzu,0.01%,38.20776635
ivanlien,0.01%,37.96454806
ookimakiold,0.01%,37.90873301
leibniz137,0.01%,37.8600217
wanderer,0.01%,37.81959808
maurelian,0.01%,37.75025211
jwojciechowski,0.01%,37.61815651
harshabakku,0.01%,37.60665522
anonusergitcoin69-sjdrxdhcqx0pfnu74z3b8ap1ulzo7tqh,0.01%,37.55388464
poiresel,0.01%,37.40622847
madao-3,0.01%,37.21950177
dyljm1,0.01%,37.21003013
martynasadomaitis,0.01%,37.17231269
iquidus,0.01%,37.09501731
frozeman,0.01%,37.08436171
loanbrew,0.01%,37.06575669
julien51,0.01%,37.04359981
ezynda3,0.01%,36.85721139
carlfairclough,0.01%,36.74236771
mickdegraaf,0.01%,36.66439578
antoniocardenas,0.01%,36.5569941
okwme,0.01%,36.54058786
bitstock,0.01%,36.53263845
saulmoonves,0.01%,36.52604212
naszam,0.01%,36.12857135
0x-vic,0.01%,36.1047231
anonusergitcoin3-lv2nyn38afw3ijrwojyhlxuq1bqzbzug,0.01%,35.84678994
anonusergitcoin68-nqok7k0fgqxs6l03c3ykckrpbatfoxlu,0.01%,35.76560441
jonsats,0.01%,35.76560441
web3bridge,0.01%,35.73921912
origincapital,0.01%,35.6955819
githubwei,0.01%,35.68780162
kushmd,0.01%,35.59528396
kolobok-rus,0.01%,35.415661
keysigntx,0.01%,35.38758434
hammadtq,0.01%,35.34952862
chaituvr,0.01%,35.31908405
notconfido,0.01%,35.2646221
fragmnt,0.01%,35.26174678
litvintech,0.01%,35.2164182
adrianleb,0.01%,35.20965274
bitsikka,0.01%,35.18969463
hishamaru999,0.01%,35.15840438
swarooph,0.01%,35.12254744
milonite,0.01%,35.01446922
sbuljac,0.01%,34.84211912
jacekv,0.01%,34.79137817
siriustsou,0.01%,34.74029895
mccallofthewild,0.01%,34.71070006
wgmeets,0.01%,34.67907154
threejeez,0.01%,34.23170549
kirax23,0.01%,34.23153635
thegreatgildo,0.01%,34.10502225
aj07,0.01%,34.08371105
notadamking,0.01%,34.06916531
s1na,0.01%,33.98797979
manolingam,0.01%,33.97952297
maxweng,0.01%,33.9208326
andrewhyde,0.01%,33.91508196
edconhq,0.01%,33.89850658
ameba23,0.01%,33.89275594
ben-crypto,0.01%,33.82730012
chpiatt,0.01%,33.82730012
dvc94ch,0.01%,33.82730012
hukkinj1,0.01%,33.82730012
koinov,0.01%,33.82730012
m15021120358,0.01%,33.82730012
robhaj,0.01%,33.82730012
setanimals,0.01%,33.82730012
jayeharrill,0.01%,33.82730012
cranders1,0.01%,33.80192964
parkan,0.01%,33.7248034
7777777seven7,0.01%,33.66442167
skylarweaver,0.01%,33.54213598
chainsendlabs,0.01%,33.49697653
superoo7,0.01%,33.32158198
defuera,0.01%,33.32124371
eminogrande,0.01%,33.29790287
iamjaspreetsingh,0.01%,33.29790287
pauliax,0.01%,33.237352
bitcoinlouie,0.01%,33.226189
hardlydifficult,0.01%,33.20995189
thibault23,0.01%,33.14398866
aaveaave,0.01%,33.13350219
inspireme6,0.01%,33.07717974
woshifaming,0.01%,33.05214754
sulliwane,0.01%,33.0469043
benjaminongkitwei,0.01%,33.0362487
mapleleafcap,0.01%,32.98161762
rauljordan,0.01%,32.98094107
aahutsal,0.01%,32.94254708
todd-x-y,0.01%,32.91903711
montyly,0.01%,32.87100234
cryptogoth,0.01%,32.81586384
g-max-trader,0.01%,32.71759554
simona-pop,0.01%,32.62490874
immmmmp,0.01%,32.52072065
steffenix,0.01%,32.46981056
zallarak,0.01%,32.46710438
nanexcool,0.01%,32.39150036
ethacct,0.01%,32.32384576
skyge,0.01%,32.23200464
smokyish,0.01%,32.18633779
samsteele01,0.01%,32.09449667
bencicandrej,0.01%,32.02379761
bshevchenko,0.01%,31.94650223
christopher-i,0.01%,31.81440662
latetot,0.01%,31.8128844
btceth2,0.01%,31.70886545
duartefelipe,0.01%,31.53922154
atheistftwins,0.01%,31.40966298
jenil04,0.01%,31.3912271
critesjosh,0.01%,31.35249484
y1tang,0.01%,31.35097261
forrst,0.01%,31.28027356
hyphalab,0.01%,31.27469205
behetso,0.01%,31.25760926
ibgavin,0.01%,31.18623366
prestito4,0.01%,31.10166541
warrsaw,0.01%,31.10166541
trikpacro,0.01%,31.10166541
ainsleys,0.01%,31.02403176
alexstanlake,0.01%,30.98225504
krishnaperabathula,0.01%,30.96551053
aditya-vijaykumar,0.01%,30.92491777
marsrobertson,0.01%,30.82140623
somniastellarum,0.01%,30.78825548
lcoenen,0.01%,30.66749201
semuelle,0.01%,30.59154973
salanki,0.01%,30.58833613
askeluv,0.01%,30.52372599
usmanmuhd,0.01%,30.52135808
owain777,0.01%,30.50393702
crypt0snews,0.01%,30.42630336
bugduino,0.01%,30.40296253
bahadylbekov,0.01%,30.40127116
coopahtroopanew,0.01%,30.38587974
kdm5126,0.01%,30.37556241
g7228775,0.01%,30.3532364
clesaege,0.01%,30.29437689
meirbank,0.01%,30.22638402
jessicazartler,0.01%,30.22012597
3reps,0.01%,30.21758892
mestorlx,0.01%,30.05082033
trentelmore,0.01%,29.93191737
cadcadedu,0.01%,29.93191737
bysala,0.01%,29.85411458
batblue,0.01%,29.81876505
action-oss,0.01%,29.81166132
ggluigi-hue,0.01%,29.7680241
dotrungkien,0.01%,29.5988876
chloethedev,0.01%,29.49825139
excerebrose,0.01%,29.43330297
irhonin,0.01%,29.35482363
stichick,0.01%,29.28463199
flyworker,0.01%,29.08488178
baboons-rekt,0.01%,29.08132991
criptocromo,0.01%,29.0520693
ge1doot,0.01%,29.04479643
djma,0.01%,29.01722718
pcowgill,0.01%,29.00555676
tobeaj2mer01,0.01%,28.99084188
emanuelkuhn,0.01%,28.71193579
rkalis,0.01%,28.68419741
abittechy,0.01%,28.67709368
crypto-pumpkin,0.01%,28.64072933
coincashew,0.01%,28.59032665
sagotom,0.01%,28.58440687
dguido,0.01%,28.4381038
leosebastian,0.01%,28.40816664
sudeepb02,0.01%,28.35860964
johnx25bd,0.01%,28.29721309
cddelta,0.01%,28.27810067
ulerdogan,0.01%,28.24714869
struka9,0.01%,28.21788808
jakub-wojciechowski,0.01%,28.16816194
wblut,0.01%,28.09813943
wmywxy,0.01%,28.02659469
adrianmcli,0.01%,27.9645216
bobbylicious,0.01%,27.90583123
xcolyer,0.01%,27.89906577
btcao2021,0.01%,27.88012248
wip-abramson,0.01%,27.80045919
raineorshine,0.01%,27.78794309
jsimbouras,0.01%,27.76443312
cryptoblarabi,0.01%,27.69728593
leonprou,0.01%,27.61643868
ivanmolto,0.01%,27.58650152
industral,0.01%,27.44950095
mpetrunic,0.01%,27.44442686
mikerowe23,0.01%,27.42345393
eatablewonderful,0.01%,27.37474262
batatsar,0.01%,27.36696234
ysongh,0.01%,27.31622139
samjii,0.01%,27.29254228
superxu0827,0.01%,27.27461381
magentaceiba,0.01%,27.19444311
jaredchilders,0.01%,27.18632456
superphiz,0.01%,27.18530974
jakevartanian,0.01%,27.09313035
jdestephen,0.01%,27.07351051
triplespeeder,0.01%,27.05896477
palevoo,0.01%,26.98319162
robotov1,0.01%,26.95951251
editor-ajian,0.01%,26.93312722
tobyjaguar,0.01%,26.85227997
rmshea,0.01%,26.79612665
michaelgiesen,0.01%,26.71274236
dorukismen,0.01%,26.56813065
bvl13,0.01%,26.49743159
cryptochica,0.01%,26.31763949
j8binance,0.01%,26.30072584
lcusack,0.01%,26.30072584
takenstheorem,0.01%,26.29835793
emiwatanabe422,0.01%,26.26791336
yasashi-defi,0.01%,26.25488985
shenwilly,0.01%,26.24880094
andremarianiello,0.01%,26.24795525
djphillyg,0.01%,26.21615759
etherdotblue,0.01%,26.19755258
lightuponlight,0.01%,26.14681163
jacobcreech,0.01%,26.13886221
yangwao,0.01%,26.0850768
sharonbyrne,0.01%,26.0832163
mehul0698,0.01%,26.01031847
perseverance,0.01%,25.97835167
maksim-tolo,0.01%,25.85606598
svenski123,0.01%,25.84050542
aqoleg,0.01%,25.7750496
bmann,0.01%,25.711116
vladimirtikh,0.01%,25.5952575
brymut,0.01%,25.54874496
crn-maximizer,0.01%,25.54400914
dhodge229,0.01%,25.53961159
pg024,0.01%,25.51677816
vladkuz100,0.01%,25.47026562
papealioune,0.01%,25.46772858
ifieverbelonely,0.01%,25.46502239
davidcozsmith,0.01%,25.45013838
kylejkistner,0.01%,25.44168156
mixmix,0.01%,25.37047509
sidthekidder,0.01%,25.37047509
wolfcryptogroup,0.01%,25.37047509
insidethesim,0.01%,25.37047509
raymondfx,0.01%,25.35931208
blockchainresearch,0.01%,25.35728244
okdistribute,0.01%,25.33512556
maystro4,0.01%,25.32616133
willsputra,0.01%,25.30366617
ojalaalex,0.01%,25.25783018
aadorian,0.01%,25.19406572
rally-kevin,0.01%,25.16683474
sladecek,0.01%,25.11677034
arabya,0.01%,25.03609223
dixitaniket,0.01%,25.03592309
dodecane,0.01%,25.03592309
theopenfinanceproject,0.01%,25.03592309
hughmass,0.01%,25.03592309
spape,0.01%,25.03220209
intothe1337ness,0.01%,24.96302526
gigimp1,0.01%,24.90179785
aamustapha-gitcoin,0.01%,24.88133233
arachnid,0.01%,24.86475695
deamme,0.01%,24.83025311
majortomsec,0.01%,24.82230369
usecripto,0.01%,24.79439617
shamardy,0.01%,24.69426736
hskang9,0.01%,24.54475069
tinken3,0.01%,24.49384061
retropronghorn,0.01%,24.48808997
dilatebrave,0.01%,24.46931581
julienbrg,0.01%,24.40369085
krrisis,0.01%,24.36377464
sidko,0.01%,24.33840416
shayzluf,0.01%,24.27007302
cryptohiyoko,0.01%,24.25789519
nightmantemp,0.01%,24.24064326
realwolfofethereum,0.01%,24.13104281
supakawaiidesu,0.01%,24.10516493
mattkaneartist,0.01%,24.06558699
cubesmasher,0.01%,23.86160837
popcornkirby,0.01%,23.82879589
devcoral,0.01%,23.78380558
liangliang09,0.01%,23.73407945
meknab,0.01%,23.72815967
igastatus,0.01%,23.72376212
trustdompet,0.01%,23.70667933
christianbundy,0.01%,23.6977151
glennawatson,0.01%,23.67911008
jameshe42,0.01%,23.67911008
defisocks,0.01%,23.67911008
eithcowich,0.01%,23.66473348
mkriak,0.01%,23.65204824
evgeth,0.01%,23.57441459
fmeserver,0.01%,23.55682439
markoprljic,0.01%,23.53838851
rbval,0.01%,23.51251063
snezanasucurovic042,0.01%,23.50016367
matthijsvink5,0.01%,23.45618817
nbnam92,0.01%,23.32629134
techmental,0.01%,23.32629134
youssefs0102,0.01%,23.31817279
platocrat,0.01%,23.29567764
arbab56,0.01%,23.22836131
diamw,0.01%,23.1921661
0xgabi,0.01%,23.18286359
guifel,0.01%,23.13753501
ralexstokes,0.01%,23.0374062
chainlinkgod,0.01%,23.00256408
cameronfr,0.01%,22.96941333
blackhatzwlovecrypto,0.01%,22.94116753
aerophile,0.01%,22.92628352
tcrowe,0.01%,22.91478224
supzer000,0.01%,22.84848073
ruthcatlow,0.01%,22.83342758
anonusergitcoin63-fbxrwi4cvsuebziaezwj3x0h9h8keg9g,0.01%,22.80518178
guillaumepalayer,0.01%,22.73194568
jagtapper,0.01%,22.68695537
pepoospina,0.01%,22.67697632
axie5505,0.01%,22.6314786
adi99,0.01%,22.61608718
haridhas,0.01%,22.55435235
ryanchrypto,0.01%,22.54927826
oogetyboogety,0.01%,22.42733084
centrality-bounties,0.01%,22.3840319
trentmc,0.01%,22.3664417
kennethashley,0.01%,22.36102933
scottrepreneur,0.01%,22.34732928
lmahanand,0.01%,22.32111312
nocturnalsheet,0.01%,22.2700339
pot8to,0.01%,22.25785607
amy-jung,0.01%,22.1810681
sin7126,0.01%,22.17717796
curatedcube,0.01%,22.13117283
kayabanerve,0.01%,22.10495667
arunphilips,0.01%,22.09227143
antodp,0.01%,22.0782331
yudilevi,0.01%,22.06284168
nezcich,0.01%,22.03053661
friedger,0.01%,21.97404502
vshvsh,0.01%,21.95425605
vicoin88,0.01%,21.93835722
reader31,0.01%,21.92651766
macalinao,0.01%,21.887278
rafalkowalski,0.01%,21.88558663
ajmachado,0.01%,21.83890496
bcscale,0.01%,21.83856668
neverlandcn,0.01%,21.81556412
dvreed,0.01%,21.79357637
lrettig,0.01%,21.77632445
numerai,0.01%,21.76347008
ristesquin,0.01%,21.66232645
yuyuan0923,0.01%,21.65302394
igorshadurin,0.01%,21.51822215
midnightonmars,0.01%,21.51754561
abhilash710,0.01%,21.47238616
litodertechie,0.01%,21.43686749
jmsofarelli,0.01%,21.4229983
lacroftrosy,0.01%,21.4049007
apguerrera,0.01%,21.40151797
tehllama9,0.01%,21.36938203
mirshko,0.01%,21.36769067
gulyasbence,0.01%,21.34502637
darkdarkdragon,0.01%,21.23525679
dangerousfood,0.01%,21.19060475
rahulrumalla,0.01%,21.18789857
carrie-r,0.01%,21.15221076
ethgasstation,0.01%,21.14206257
saultong,0.01%,21.14206257
illlefr4u,0.01%,21.14206257
cristiangpr,0.01%,21.14121689
branciard,0.01%,21.13495884
mbgodsey,0.01%,21.12464151
davidqw,0.01%,21.10941923
facundomedica,0.01%,21.08455616
insiderq,0.01%,21.05495728
deeayeen,0.01%,21.04413254
jay-dee7,0.01%,21.00590769
eabz,0.01%,21.00151014
e18r,0.01%,20.97495571
kokomini,0.01%,20.96396184
dan13ram,0.01%,20.96260875
charlie4biz,0.01%,20.95093833
ashleigh-schap,0.01%,20.93622345
3ach,0.01%,20.88835782
benlls,0.01%,20.76353509
tehnlulz,0.01%,20.69791012
theether2077,0.01%,20.66560505
axia-labs,0.01%,20.63194689
jonathanlindquist,0.01%,20.59981095
dannovikov,0.01%,20.44826465
usman75,0.01%,20.38771378
timvanmourik,0.01%,20.38619155
jeromeloo,0.01%,20.38331623
yashnaman,0.01%,20.31329372
rohangreyisadouchbag,0.01%,20.30703567
anonusergitcoin54-jxpktg24fbyx4vy6fdekrkcrqh7of3nn,0.01%,20.30399121
ayobuenavista,0.01%,20.29638007
xpromt13,0.01%,20.29638007
federicosan,0.01%,20.29638007
pongyuan,0.01%,20.26238363
timidan,0.01%,20.24817617
macor161,0.01%,20.2195921
atvanguard,0.01%,20.21181182
kirkballou,0.01%,20.20436981
chainsafe,0.01%,20.20115622
kedmertens,0.01%,20.09240145
vance46,0.01%,20.03252713
ugolino,0.01%,19.95912189
anldrms,0.01%,19.93713414
codynhat,0.01%,19.93510451
inikokali,0.01%,19.90736612
daxnagtegaal,0.01%,19.89907843
apmilen,0.01%,19.8901142
tzannetosgiannis,0.01%,19.86846472
onebotband,0.01%,19.85527208
dandevel,0.01%,19.8405572
dmvt,0.01%,19.83243865
hbeckeri,0.01%,19.82448923
tud0r6,0.01%,19.74651731
jimmcnelis,0.01%,19.73873703
matthewlilley,0.01%,19.72639006
crprata,0.01%,19.67598739
swader,0.01%,19.65129346
lsankar4033,0.01%,19.63319585
decanus,0.01%,19.60900933
gnidan,0.01%,19.57213758
parrachia,0.01%,19.52105835
fmiras,0.01%,19.50668175
kristoferlund,0.01%,19.47014827
justpixel,0.01%,19.45069757
acryptomuppet,0.01%,19.44325556
adrianhacker-pdx,0.01%,19.40317021
willmeister,0.01%,19.3739096
lililashka,0.01%,19.29695249
adam-koza,0.01%,19.22676084
alexintosh,0.01%,19.14523705
chase-c,0.01%,18.97237954
andreyvelde,0.01%,18.96020172
popeline5,0.01%,18.94328807
thedatadesigner,0.01%,18.93313988
froomranch,0.01%,18.93313988
janmoomoo,0.01%,18.85939636
polyackiy,0.01%,18.81237641
kyletut,0.01%,18.79241831
adichat,0.01%,18.76941574
jdreyespaez,0.01%,18.7367724
imcda,0.01%,18.70193028
fdanso,0.01%,18.69127468
totle1,0.01%,18.66099925
blumpcoin,0.01%,18.63681273
p0und-cake,0.01%,18.60501506
niinpatel,0.01%,18.60501506
a-jagodin,0.01%,18.59114587
belfordz,0.01%,18.55038398
muminadi,0.01%,18.54530988
willwarren89,0.01%,18.53736046
samajammin,0.01%,18.47562564
kraken-xiv,0.01%,18.42319333
bruhhhman,0.01%,18.3841228
freakyarch,0.01%,18.36991533
gungz,0.01%,18.3113941
gdixon,0.01%,18.30902619
grahammcbain,0.01%,18.27891989
kryptoklob,0.01%,18.26674206
anaisdu,0.01%,18.23714318
saitejakuruva,0.01%,18.18217381
amosunht,0.01%,18.18217381
tiptop16,0.01%,18.13633782
nategeier,0.01%,18.12229949
john23555,0.01%,18.08982528
meyer9,0.01%,18.06783754
jzstern,0.01%,18.06648445
lechuga2010,0.01%,18.03840779
nanshulot,0.01%,17.99798416
abender777,0.01%,17.98073224
wmpea,0.01%,17.97227542
techknowlogick,0.01%,17.9661865
benefactor4u,0.01%,17.93100611
perfidian,0.01%,17.92846906
avivace,0.01%,17.91578383
slvreagle23,0.01%,17.91037146
bdresser,0.01%,17.91037146
gitr0n1n,0.01%,17.90259118
evert0x,0.01%,17.8628441
birdfly2014,0.01%,17.83476744
hello-shreyas,0.01%,17.81041179
azwei-x,0.01%,17.7989105
gtrminator,0.01%,17.75933256
jalextowle,0.01%,17.75933256
kferretcrypto,0.01%,17.75933256
scott-l-e-w-i-s,0.01%,17.75933256
mccrearyd,0.01%,17.75933256
defisapiens,0.01%,17.75493501
gevelynn,0.01%,17.74241891
diablosecure,0.01%,17.72279908
gigamesh,0.01%,17.6367086
philiparthurmoore,0.01%,17.6241925
donutjr,0.01%,17.58376887
jpitts,0.01%,17.56854659
cartermcalister,0.01%,17.56093545
susmit,0.01%,17.53455015
yash-mathne,0.01%,17.52304887
ethturin,0.01%,17.50038458
zscole,0.01%,17.47890424
evanmue,0.01%,17.46182146
liushooter,0.01%,17.42816329
serejandmyself,0.01%,17.41649288
vzhurko,0.01%,17.41581633
jmcpheron,0.01%,17.33649131
leonerichsen,0.01%,17.31044429
manvsrice,0.01%,17.30097265
121154881,0.01%,17.27780094
yorkemartin,0.01%,17.25818111
brossetti1,0.01%,17.21674267
smitrajput,0.01%,17.16735481
yuejuan-96,0.01%,17.13403492
gesquinca,0.01%,17.12033486
shamatar,0.01%,17.11999659
mikerah,0.01%,17.09124338
neospu,0.01%,17.07855815
bennisan86,0.01%,17.07703592
markusbkoch,0.01%,17.07432973
ianphilips,0.01%,17.06096795
damaimai,0.01%,17.04743703
bradymck,0.01%,17.01039614
theporpoise,0.01%,17.00938132
alexvandesande,0.01%,17.00752082
hlambur,0.01%,17.00599859
hansenlin,0.01%,16.94747736
bonifaty,0.01%,16.94527858
timxor,0.01%,16.94409463
newtfins,0.01%,16.94206499
colmenalabssvq,0.01%,16.91956984
zavodil,0.01%,16.91889329
balasan,0.01%,16.91720193
anu8is,0.01%,16.9138192
benliong,0.01%,16.91365006
choppu,0.01%,16.91365006
defilabs,0.01%,16.91365006
digiz0,0.01%,16.91365006
ericglau,0.01%,16.91365006
ethlover,0.01%,16.91365006
fulldegen,0.01%,16.91365006
hdriqi,0.01%,16.91365006
igor-dulger,0.01%,16.91365006
kaizenrnd,0.01%,16.91365006
keithtom,0.01%,16.91365006
kristinlow,0.01%,16.91365006
luibo,0.01%,16.91365006
qx133,0.01%,16.91365006
rafasaavedra,0.01%,16.91365006
rand0mdev,0.01%,16.91365006
rosepuppy,0.01%,16.91365006
samcassatt,0.01%,16.91365006
sistemico,0.01%,16.91365006
smokatokey,0.01%,16.91365006
whoisgit,0.01%,16.91365006
yfistore,0.01%,16.91365006
zheei,0.01%,16.91365006
dpakman,0.01%,16.91365006
jordan-type,0.01%,16.91348092
adambancor,0.01%,16.90485496
kingjacob,0.01%,16.87745485
0xrs,0.01%,16.87694744
daveappleton,0.01%,16.85495969
kylewu,0.01%,16.84447323
coremetro,0.01%,16.82874354
xiaoran88,0.01%,16.81555089
annieke,0.01%,16.79525451
mlibty,0.01%,16.77732604
ppunktw,0.01%,16.76041239
alexliqq,0.01%,16.75889016
muha1993,0.01%,16.74451356
defiitaly,0.01%,16.73994687
cryptaldev,0.01%,16.7308135
daicard,0.01%,16.68666888
kinchasa,0.01%,16.67178486
pershingcube,0.01%,16.6330526
joramowuor,0.01%,16.61140313
dv8silencer,0.01%,16.56286096
acedabook,0.01%,16.52260647
arun1595,0.01%,16.51364224
hashingitoutpod,0.01%,16.44142095
luclu,0.01%,16.43550117
millnitzluan,0.01%,16.40624056
nafnafmi,0.01%,16.35346997
huntfrye11,0.01%,16.34281437
bwtimmermans,0.01%,16.33909337
anonusergitcoin31-ywtilxkvncjlylupmxibajob8ygilw3r,0.01%,16.27685113
anonusergitcoin58-ggpn1otggf7qte64r1pbxdajvei3zim0,0.01%,16.24217815
anonusergitcoin9-3fbnnrr2vwyxdrbn3uvgklelqxyo3yuf,0.01%,16.19295943
chientze,0.01%,16.19295943
kuhnchris,0.00%,16.17452355
glitch003,0.00%,16.16978773
sstant,0.00%,16.16894205
agbilotia1998,0.00%,16.12479742
knobsdao,0.00%,16.10551586
banteg,0.00%,16.09976522
kayzou001,0.00%,16.05697368
wafflemakr,0.00%,16.04107485
kaas,0.00%,16.02365379
robnessvirtual,0.00%,16.02060934
cocopeanutz,0.00%,16.0185797
sir322,0.00%,16.00961546
daniyal-24,0.00%,16.00961546
loiluu,0.00%,15.98864254
bvanderlugt,0.00%,15.92031139
scott-sanderson,0.00%,15.89849278
certy-protocol,0.00%,15.8387876
farahbrunache,0.00%,15.83777278
bradysheridan,0.00%,15.82762459
pggallagher,0.00%,15.81832208
gfsventures,0.00%,15.79785656
benlakoff,0.00%,15.79565779
kelvinlockwood,0.00%,15.7873701
thekerp,0.00%,15.76944163
drewharding,0.00%,15.75303539
blockchainadvisor,0.00%,15.73882793
orbro,0.00%,15.73595261
eyalron33,0.00%,15.72208341
shresthagrawal,0.00%,15.71717845
afklblockchain,0.00%,15.69451416
wurducius,0.00%,15.68910179
mercury939,0.00%,15.68910179
zz-ybb,0.00%,15.64884731
phraktle,0.00%,15.59759895
chalidbdb,0.00%,15.56512474
zancas,0.00%,15.55413087
gonegolds88,0.00%,15.55345432
thathankai,0.00%,15.55091727
maxstalker,0.00%,15.53958513
gdipri01,0.00%,15.5255468
vdo,0.00%,15.44419214
kb00100100,0.00%,15.44300819
neurone,0.00%,15.43336741
px84,0.00%,15.40106233
sterstarr,0.00%,15.39683392
codinmaster,0.00%,15.39683392
